Category,Message
0,yup hey one day fri ask miwa jiayin take leave go karaoke
0,call senthil hsbc
0,especially since talk boston personal statement lol woulda changed realized said nyc says boston
0,indeed way either
1,urgent call 09066649731from landline complimentary 4 ibiza holiday 10 000 cash await collection sae cs po box 434 sk3 8wp 150ppm 18
0,holy living christ taking long
0,ü thk wat eat tonight
0,thanx yup coming back sun finish dinner going back 2 hotel time flies tog 4 exactly mth today hope haf many mths come
0,opposite side dropped
0,yup izzit still raining heavily cos e mrt c outside
0,send resume
0,gd luck 4 ur exams
0,u ask next sat make ok lor
0,sorry uncle keep touch
0,saw guys dolls last night patrick swayze great
1,urgent 2nd attempt contact u 900 prize yesterday still awaiting collection claim call 09061702893
1,santa calling would little ones like call santa xmas eve call 09077818151 book time calls1 50ppm last 3mins 30s c www santacalling com
0,come home want u miserable
0,dont know getting messages
0,cool tyler take gonna buy drop place later tonight total order quarter got enough
0,guy car shop flirting got phone number paperwork called texted nervous course may address call boss tell knowing may get fired
0,reverse cheating mathematics
0,plan manage
0,er hello things quite go plan limping slowly home followed aa exhaust hanging
0,sorry delay yes masters
0,call u finish come n pick u
1,private 2004 account statement 078498 7 shows 786 unredeemed bonus points claim call 08719180219 identifier code 45239 expires 06 05 05
0,oga left phone home saw ur messages hope good great weekend
0,worry though understand important put place poorly thought punishment face worst thing ever happened brb gonna go kill
0,honey pls find much sell predicte nigeria many times used important reply monday
0,e admin building might b slightly earlier call u reaching
0,fyi usf swing room whenever
0,call lt gt min thats ok
0,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
0,ü home work meh
0,anything valuable 2 situations first getting second loosing
0,mark taking forever pick prescription pain coming back
0,ur paper
0,got smaller capacity one quite ex
1,check choose babe videos sms shsex netun fgkslpopw fgkslpo
0,im good thinking
1,u r winner u ave specially selected 2 receive 1000 cash 4 holiday flights inc speak live operator 2 claim 0871277810710p min 18
0,
0,thought bout drink tap spile seven pub gas st broad st canal ok
0,going sleep tired travel
0,haha thinkin
0,yup giving problems mayb jus leave
0,lol trying make day little interesting
0,long get reply defer admission til next semester
0,word checkmate chess comes persian phrase shah maat means king dead goodmorning good day
0,po de need job aha
0,rats hey u ever vote next themes
1,new mobiles 2004 must go txt nokia 89545 collect today 1 www 4 tc biz 2optout 087187262701 50gbp mtmsg18 txtauction
0,hope pee burns tonite
0,oh rite well im best mate pete went 4 week 2geva longer week
0,yay wait party together
0,photoshop makes computer shut
0,boys made fun today ok problem sent one message fun
0,one issues california okay snow manageable
1,private 2003 account statement shows 800 un redeemed points call 08715203652 identifier code 42810 expires 29 10 0
0,hmmm mayb try e shoppin area one forgot e name hotel
0,awesome gonna soon later tonight
0,need details online job
1,valued vodafone customer computer picked win 150 prize collect easy call 09061743386
0,missing pray inshah allah
0,pls help tell ashley cant find number oh
0,escape theatre going watch kavalan minutes
0,increase chance winning
0,either way works lt gt years old hope doesnt bother
0,maybe find something else instead
0,gain rights wife dont demand trying husband lets see
0,liked new house
0,fine hope also
0,also north carolina texas atm would go gre site pay test results sent
0,u
0,yes baby need stretch open pussy
0,thanks bomb date phone wanted say
0,ok
0,hey guy know breathing neck get bud anyway able get half track usf tonight
0,response one powerful weapon 2 occupy place others heart always give response 2 cares 4 u gud night swt dreams take care
0,nokia phone lovly
1,free message thanks using auction subscription service 18 150p msgrcvd 2 skip auction txt 2 unsubscribe txt stop customercare 08718726270
1,bored housewives chat n date 0871750 77 11 bt national rate 10p min landlines
0,sorry da today wont come play driving clas
0,really sorry lit hair fire
0,oh shit thought trip loooooool makes much sense grins sofa reference sleep couch link sent went trip oh babe go celebration rents
0,okey dokey swashbuckling stuff oh
0,watching cartoon listening music amp eve go temple amp church u
0,1 tension face 2 smiling face 3 waste face 4 innocent face 5 terror face 6 cruel face 7 romantic face 8 lovable face 9 decent face lt gt joker face
0,dip cell dead coming u better respond else shall come back
0,well know mean texting
0,hi dis yijue would happy work wif ü gek1510
0,lol oops sorry fun
0,wat happened cruise thing
0,know dat feelin pete wuld get em nuther place nuther time mayb
1,lyricalladie 21 f inviting friend reply yes 910 910 see www sms ac u hmmross stop send stop frnd 62468
0,world happiest frnds never characters dey best understanding differences
1,1 polyphonic tone 4 ur mob every week txt pt2 87575 1st tone free get txtin tell ur friends 150p tone 16 reply hl 4info
0,yeah open chat click friend lists make list easy pie
0,alright tyler got minor crisis home sooner thought asap
0,pick
0,usual u call ard 10 smth
0,new theory argument wins situation loses person dont argue ur friends kick amp say always correct
0,many things antibiotic used chest abdomen gynae infections even bone infections
0,poor girl go one day lmao
0,6times
1,todays vodafone numbers ending 4882 selected receive 350 award number matches call 09064019014 receive 350 award
0,pls make note exposed also find school anyone else vomiting dog cat house let know later
0,japanese proverb one u none u must indian version one let none leave finally kerala version one stop none make strike
0,sounds like could lot time spent chastity device boy grins take beatings like good dog going lounge nice long bath
0,worse uses half way stops better complete
0,miserable tell u side effects birth control massive gut wrenching cramps first 2 months sleep last night
0,send new number
0,convey regards
1,want latest video handset 750 anytime network mins half price line rental reply call 08000930705 delivery tomorrow
0,2 half years missed friendship
0,cant pick phone right pls send message
0,oh fuck sake like tallahassee
0,haha first person gonna ask
1,ou guaranteed latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150p mtmsgrcvd18
0,taka lor wat time u wan 2 come n look 4 us
1,free polyphonic ringtone text super 87131 get free poly tone week 16 sn pobox202 nr31 7zs subscription 450pw
0,reaching another 2 stops
0,mean post wrote like many times ritten stuff let sit feeling time angry left hit send stop checked phone got car said sleep bored time clean fold laundry etc least make bed
1,warner village 83118 c colin farrell swat wkend warner village get 1 free med popcorn show msg ticket kiosk valid 4 7 12 c c kiosk reply sony 4 mre film offers
0,come online today night
0,anything special
0,solihull want anything
0,good day
0,regret inform u nhs made mistake u never actually born please report 2 yor local hospital 2b terminated r sorry 4 inconvenience
0,love holiday monday feeling even go dentists hour
0,way tirupur
1,goal arsenal 4 henry 7 v liverpool 2 henry scores simple shot 6 yards pass bergkamp give arsenal 2 goal margin 78 mins
0,already got flaky parent snot supposed child job support parent ride age anyway supposed support hurt unintentional hurt nonetheless
0,took hooch walk toaday fell splat grazed knees everything stayed home see tomorrow
0,dropped em omw back
1,2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08712101358 10p per min bt national rate
0,sitting mu waiting everyone get suite take shower
0,call see facebook huh
0,g says never answer texts confirm deny
0,common hearin r u wat r u ur day let ask u something different u smile today gud evng
0,hi dear call urgnt know whats problem want work problem least tell wating reply
0,oh yah never cancel leh haha
0,go 4 e normal pilates intro
0,ok let u noe leave house
0,oh yes like torture watching england
0,wanna art
0,hopeing pissed remember gone sisters something
1,got takes 2 take part wrc rally oz u lucozade energy text rally le 61200 25p see packs lucozade co uk wrc itcould u
1,hi sexychat girls waiting text text great night chatting send stop stop service
0,good morning boytoy yummy lips sexy buns think crave need
0,match started india lt gt 2
0,free call sir
0,hey want anything buy
0,hey babe going ever figure going new years
0,k k congratulation
0,g wants know fuck
0,cancelled yeah baby well sounds important understand darlin give ring later fone love kate x
0,tomarrow want got court lt decimal gt come bus stand 9
0,ü go home liao ask dad pick 6
0,omg make wedding chapel frontierville get good stuff
0,eatin lor goin back work soon e mountain deer show huh watch b4 liao nice
0,check mail mailed varma kept copy regarding membership take care insha allah
0,wrong phone phone answer one assume people well
0,anyway think secure anything lemme know want drive south chill
0,already back home probably
1,great news call freefone 08006344447 claim guaranteed 1000 cash 2000 gift speak live operator
1,hi amy sending free phone number couple days give access adult parties
0,bus way calicut
0,hi probably much fun get message thought id txt u cos im bored james farting night
0,hi baby im sat bloody bus mo wont home 7 30 wanna somethin later call later ortxt back jess xx
1,welcome select o2 service added benefits call specially trained advisors free mobile dialling 402
0,lost 4 pounds since doc visit last week woot woot gonna celebrate stuffing face
0,u coming back 4 dinner rite dad ask confirm wif u
0,masters buy bb cos sale bf
